cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,10/23/22,WI-5,Mike Van Someren,Scott Fitzgerald,3,Fundamentals (non-polling factors),-32.64326,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-5,Mike Van Someren,Scott Fitzgerald,2,CANTOR (analysis of comparable disticts),-29.02358,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-5,Mike Van Someren,Scott Fitzgerald,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-4,Gwen Moore,Tim Rogers,4,Expert ratings adjusted for national environment,43.67702,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-4,Gwen Moore,Tim Rogers,3,Fundamentals (non-polling factors),45.71757,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-4,Gwen Moore,Tim Rogers,2,CANTOR (analysis of comparable disticts),44.15526,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-4,Gwen Moore,Tim Rogers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-3,Brad Pfaff,Derrick Van Orden,4,Expert ratings adjusted for national environment,-2.101147,0,0,1.548584,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-3,Brad Pfaff,Derrick Van Orden,3,Fundamentals (non-polling factors),-5.256015,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-3,Brad Pfaff,Derrick Van Orden,2,CANTOR (analysis of comparable disticts),-2.990024,.3341596,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-3,Brad Pfaff,Derrick Van Orden,1,Polls adjusted for house effects & other factors,-9.325008,1.66584,1.66584,1.66584,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-2,Mark Pocan,Erik Olsen,4,Expert ratings adjusted for national environment,32.34437,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-2,Mark Pocan,Erik Olsen,3,Fundamentals (non-polling factors),33.83642,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-2,Mark Pocan,Erik Olsen,2,CANTOR (analysis of comparable disticts),36.82148,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-2,Mark Pocan,Erik Olsen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-1,Ann Roe,Bryan Steil,4,Expert ratings adjusted for national environment,-24.27651,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-1,Ann Roe,Bryan Steil,3,Fundamentals (non-polling factors),-16.42847,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-1,Ann Roe,Bryan Steil,2,CANTOR (analysis of comparable disticts),-14.94004,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WI-1,Ann Roe,Bryan Steil,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-9,Adam Smith,Doug Basler,4,Expert ratings adjusted for national environment,38.10948,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-9,Adam Smith,Doug Basler,3,Fundamentals (non-polling factors),40.16429,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-9,Adam Smith,Doug Basler,2,CANTOR (analysis of comparable disticts),37.29326,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-9,Adam Smith,Doug Basler,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-8,Kim Schrier,Matt Larkin,4,Expert ratings adjusted for national environment,7.951031,0,0,1.105875,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-8,Kim Schrier,Matt Larkin,3,Fundamentals (non-polling factors),3.629828,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-8,Kim Schrier,Matt Larkin,2,CANTOR (analysis of comparable disticts),5.039572,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-8,Kim Schrier,Matt Larkin,1,Polls adjusted for house effects & other factors,3.78566,.7782197,.7782197,.7782197,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-7,Pramila Jayapal,Cliff Moon,4,Expert ratings adjusted for national environment,67.92564,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-7,Pramila Jayapal,Cliff Moon,3,Fundamentals (non-polling factors),70.68198,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-7,Pramila Jayapal,Cliff Moon,2,CANTOR (analysis of comparable disticts),57.50996,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-7,Pramila Jayapal,Cliff Moon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,4,Expert ratings adjusted for national environment,20.49155,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,3,Fundamentals (non-polling factors),16.37745,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,2,CANTOR (analysis of comparable disticts),17.73327,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-6,Derek Kilmer,Elizabeth Kreiselmaier,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,4,Expert ratings adjusted for national environment,-24.24286,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,3,Fundamentals (non-polling factors),-18.52281,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,2,CANTOR (analysis of comparable disticts),-20.56799,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-5,Natasha Hill,Cathy McMorris Rodgers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-4,Doug White,Dan Newhouse,4,Expert ratings adjusted for national environment,-35.05383,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-4,Doug White,Dan Newhouse,3,Fundamentals (non-polling factors),-33.59779,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-4,Doug White,Dan Newhouse,2,CANTOR (analysis of comparable disticts),-26.07175,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-4,Doug White,Dan Newhouse,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,4,Expert ratings adjusted for national environment,-16.21647,0,0,1.498548,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,3,Fundamentals (non-polling factors),-16.23876,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,2,CANTOR (analysis of comparable disticts),-5.613688,.4344815,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-3,Marie Gluesenkamp Perez,Joe Kent,1,Polls adjusted for house effects & other factors,-6.801548,1.565518,1.565518,1.565518,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-2,Rick Larsen,Dan Matthews,4,Expert ratings adjusted for national environment,24.18461,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-2,Rick Larsen,Dan Matthews,3,Fundamentals (non-polling factors),25.66456,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-2,Rick Larsen,Dan Matthews,2,CANTOR (analysis of comparable disticts),21.31704,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-2,Rick Larsen,Dan Matthews,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,4,Expert ratings adjusted for national environment,22.24796,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,3,Fundamentals (non-polling factors),22.48675,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,2,CANTOR (analysis of comparable disticts),26.57197,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-1,Suzan DelBene,Vincent J. Cavaleri,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-10,Marilyn Strickland,Keith R. Swank,4,Expert ratings adjusted for national environment,20.68201,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-10,Marilyn Strickland,Keith R. Swank,3,Fundamentals (non-polling factors),19.76063,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-10,Marilyn Strickland,Keith R. Swank,2,CANTOR (analysis of comparable disticts),15.98596,.8358126,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,WA-10,Marilyn Strickland,Keith R. Swank,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VT-1,Becca Balint,Liam Madden,4,Expert ratings adjusted for national environment,28.21401,0,0,1.297689,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VT-1,Becca Balint,Liam Madden,3,Fundamentals (non-polling factors),25.21106,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VT-1,Becca Balint,Liam Madden,2,CANTOR (analysis of comparable disticts),13.66644,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VT-1,Becca Balint,Liam Madden,1,Polls adjusted for house effects & other factors,37.20898,1.162802,1.162802,1.162802,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,4,Expert ratings adjusted for national environment,-50.89637,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,3,Fundamentals (non-polling factors),-50.15529,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,2,CANTOR (analysis of comparable disticts),-39.58703,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-9,Taysha Lee DeVaughan,H. Morgan Griffith,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,4,Expert ratings adjusted for national environment,43.41878,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,3,Fundamentals (non-polling factors),45.3963,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,2,CANTOR (analysis of comparable disticts),44.41882,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-8,Donald S. Beyer Jr.,Karina A. Lipsman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,4,Expert ratings adjusted for national environment,10.11314,0,0,1.094757,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,3,Fundamentals (non-polling factors),2.215481,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,2,CANTOR (analysis of comparable disticts),5.020379,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-7,Abigail A. Spanberger,Yesli I. Vega,1,Polls adjusted for house effects & other factors,5.064079,.7559277,.7559277,.7559277,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,4,Expert ratings adjusted for national environment,-34.87532,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,3,Fundamentals (non-polling factors),-33.42836,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,2,CANTOR (analysis of comparable disticts),-28.61849,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-6,Jennifer Lynn Lewis,Ben L. Cline,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,4,Expert ratings adjusted for national environment,-24.19415,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,3,Fundamentals (non-polling factors),-16.63132,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,2,CANTOR (analysis of comparable disticts),-18.49317,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-5,Joshua M. Throneburg,Robert G. “Bob” Good,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,4,Expert ratings adjusted for national environment,25.50517,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,3,Fundamentals (non-polling factors),26.31733,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,2,CANTOR (analysis of comparable disticts),32.00614,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-4,A. Donald McEachin,Leon Benjamin Sr.,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,4,Expert ratings adjusted for national environment,29.30423,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,3,Fundamentals (non-polling factors),30.78203,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,2,CANTOR (analysis of comparable disticts),33.10659,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-3,Robert C. “Bobby” Scott,Terry T. Namkung,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-2,Elaine G. Luria,Jen A. Kiggans,4,Expert ratings adjusted for national environment,4.164241,0,0,1.568605,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-2,Elaine G. Luria,Jen A. Kiggans,3,Fundamentals (non-polling factors),-7.471001,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-2,Elaine G. Luria,Jen A. Kiggans,2,CANTOR (analysis of comparable disticts),1.612841,.2940187,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-2,Elaine G. Luria,Jen A. Kiggans,1,Polls adjusted for house effects & other factors,1.241314,1.705981,1.705981,1.705981,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,4,Expert ratings adjusted for national environment,-24.71839,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,3,Fundamentals (non-polling factors),-20.40001,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,2,CANTOR (analysis of comparable disticts),-19.90421,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-1,Herbert C. “Herb” Jones Jr.,Rob J. Wittman,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,4,Expert ratings adjusted for national environment,32.78252,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,3,Fundamentals (non-polling factors),34.77452,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,2,CANTOR (analysis of comparable disticts),33.17325,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-11,Gerald E. “Gerry” Connolly,James G. “Jim” Myles,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-10,Jennifer T. Wexton,Hung Cao,4,Expert ratings adjusted for national environment,18.46322,0,0,1.243889,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-10,Jennifer T. Wexton,Hung Cao,3,Fundamentals (non-polling factors),9.681808,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-10,Jennifer T. Wexton,Hung Cao,2,CANTOR (analysis of comparable disticts),7.149367,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,VA-10,Jennifer T. Wexton,Hung Cao,1,Polls adjusted for house effects & other factors,5.645016,1.054933,1.054933,1.054933,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-4,Darlene McDonald,Burgess Owens,4,Expert ratings adjusted for national environment,-28.8196,0,0,1.117594,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-4,Darlene McDonald,Burgess Owens,3,Fundamentals (non-polling factors),-26.46265,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-4,Darlene McDonald,Burgess Owens,2,CANTOR (analysis of comparable disticts),-19.64842,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-4,Darlene McDonald,Burgess Owens,1,Polls adjusted for house effects & other factors,-27.67602,.8017146,.8017146,.8017146,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-3,Glenn J. Wright,John Curtis,4,Expert ratings adjusted for national environment,-31.44654,0,0,1.117594,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-3,Glenn J. Wright,John Curtis,3,Fundamentals (non-polling factors),-33.08704,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-3,Glenn J. Wright,John Curtis,2,CANTOR (analysis of comparable disticts),-17.69496,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-3,Glenn J. Wright,John Curtis,1,Polls adjusted for house effects & other factors,-25.5712,.8017146,.8017146,.8017146,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-2,Nick Mitchell,Chris Stewart,4,Expert ratings adjusted for national environment,-27.35557,0,0,1.118412,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-2,Nick Mitchell,Chris Stewart,3,Fundamentals (non-polling factors),-28.36928,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-2,Nick Mitchell,Chris Stewart,2,CANTOR (analysis of comparable disticts),-16.55031,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-2,Nick Mitchell,Chris Stewart,1,Polls adjusted for house effects & other factors,-20.25638,.8033559,.8033559,.8033559,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-1,Rick Edwin Jones,Blake D. Moore,4,Expert ratings adjusted for national environment,-35.86916,0,0,1.118004,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-1,Rick Edwin Jones,Blake D. Moore,3,Fundamentals (non-polling factors),-38.24194,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-1,Rick Edwin Jones,Blake D. Moore,2,CANTOR (analysis of comparable disticts),-16.84622,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,UT-1,Rick Edwin Jones,Blake D. Moore,1,Polls adjusted for house effects & other factors,-30.31141,.8025377,.8025377,.8025377,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-9,Al Green,Jimmy I. Leon,4,Expert ratings adjusted for national environment,47.11143,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-9,Al Green,Jimmy I. Leon,3,Fundamentals (non-polling factors),49.45158,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-9,Al Green,Jimmy I. Leon,2,CANTOR (analysis of comparable disticts),45.11601,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-9,Al Green,Jimmy I. Leon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-8,Laura Jones,Morgan Luttrell,4,Expert ratings adjusted for national environment,-30.20403,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-8,Laura Jones,Morgan Luttrell,3,Fundamentals (non-polling factors),-28.77629,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-8,Laura Jones,Morgan Luttrell,2,CANTOR (analysis of comparable disticts),-21.45172,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-8,Laura Jones,Morgan Luttrell,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-7,Lizzie Fletcher,Johnny Teague,4,Expert ratings adjusted for national environment,20.4069,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-7,Lizzie Fletcher,Johnny Teague,3,Fundamentals (non-polling factors),16.6917,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-7,Lizzie Fletcher,Johnny Teague,2,CANTOR (analysis of comparable disticts),26.90088,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,House,10/23/22,TX-7,Lizzie Fletcher,Johnny Teague,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
