cycle,branch,expression,forecastdate,seatprob_Dparty,seatprob_Rparty,seatsheld,simulations,timestamp,chamber_Dparty,chamber_Rparty
,Senate,_lite,10/23/22,,,7,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,69,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,68,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,67,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,66,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,65,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,.000075,,64,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,.0004,,63,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,.000575,,62,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,6,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,5,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,4,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,.000575,38,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,.0004,37,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,.000075,36,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,35,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,34,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,33,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,32,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,31,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,30,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,3,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,29,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,28,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,27,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,26,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,25,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,24,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,23,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,22,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,21,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.000875,.000025,61,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.00305,.000225,60,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.005975,.00085,59,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.0133,.00225,58,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.023475,.0057,57,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.038525,.0132,56,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.05945,.022225,55,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.07765,.03875,54,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.098575,.058825,53,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.111775,.082675,52,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.121525,.100525,51,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.119525,.119525,50,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.100525,.121525,49,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.082675,.111775,48,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.058825,.098575,47,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.03875,.07765,46,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.022225,.05945,45,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.0132,.038525,44,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.0057,.023475,43,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.00225,.0133,42,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.00085,.005975,41,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.000225,.00305,40,40000,11:43:34 23 Oct 2022,,
2022,Senate,_lite,10/23/22,.000025,.000875,39,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,20,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,2,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,19,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,18,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,17,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,16,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,15,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,14,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,13,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,12,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,11,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,100,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,10,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,1,40000,11:43:34 23 Oct 2022,,
,Senate,_lite,10/23/22,,,0,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,99,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,98,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,97,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,96,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,95,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,94,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,93,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,92,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,91,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,90,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,9,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,89,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,88,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,87,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,86,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,85,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,84,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,83,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,82,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,81,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,80,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,8,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,79,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,78,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,77,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,76,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,75,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,74,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,73,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,72,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,71,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,70,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,7,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,69,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,68,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,67,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,66,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,65,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,64,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,63,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,62,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,6,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,5,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,4,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,38,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,37,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,36,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,35,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,34,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,33,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,32,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,31,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,30,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,3,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,29,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,28,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,27,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,26,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,25,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,24,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,23,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,22,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,21,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,,,61,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.00005,.000025,60,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.0002,.000075,59,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.000625,.000525,58,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.0027,.00315,57,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.008075,.00885,56,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.020925,.025575,55,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.042375,.04955,54,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.072375,.0848,53,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.106425,.126025,52,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.13755,.1519,51,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.158225,.158225,50,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.1519,.13755,49,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.126025,.106425,48,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.0848,.072375,47,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.04955,.042375,46,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.025575,.020925,45,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.00885,.008075,44,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.00315,.0027,43,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.000525,.000625,42,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.000075,.0002,41,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,.000025,.00005,40,40000,11:43:34 23 Oct 2022,,
2022,Senate,_deluxe,10/23/22,,,39,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,20,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,2,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,19,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,18,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,17,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,16,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,15,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,14,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,13,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,12,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,11,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,100,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,10,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,1,40000,11:43:34 23 Oct 2022,,
,Senate,_deluxe,10/23/22,,,0,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,99,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,98,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,97,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,96,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,95,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,94,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,93,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,92,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,91,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,90,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,9,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,89,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,88,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,87,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,86,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,85,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,84,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,83,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,82,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,81,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,80,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,8,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,79,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,78,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,77,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,76,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,75,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,74,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,73,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,72,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,71,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,70,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,7,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,69,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,68,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,67,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,66,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,65,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,64,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,63,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,62,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,6,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,5,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,4,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,38,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,37,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,36,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,35,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,34,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,33,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,32,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,31,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,30,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,3,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,29,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,28,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,27,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,26,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,25,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,24,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,23,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,22,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,21,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.000075,.000025,61,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.000125,.000075,60,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.0008,.0002,59,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.0027,.00135,58,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.0087,.004,57,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.020275,.009925,56,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.041425,.020775,55,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.065825,.040275,54,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.09725,.06655,53,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.119625,.0985,52,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.1396,.1235,51,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.138425,.138425,50,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.1235,.1396,49,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.0985,.119625,48,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.06655,.09725,47,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.040275,.065825,46,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.020775,.041425,45,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.009925,.020275,44,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.004,.0087,43,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.00135,.0027,42,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.0002,.0008,41,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.000075,.000125,40,40000,11:43:34 23 Oct 2022,,
2022,Senate,_classic,10/23/22,.000025,.000075,39,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,20,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,2,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,19,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,18,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,17,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,16,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,15,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,14,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,13,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,12,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,11,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,100,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,10,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,1,40000,11:43:34 23 Oct 2022,,
,Senate,_classic,10/23/22,,,0,40000,11:43:34 23 Oct 2022,,
