cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,Senate,10/23/22,KY-S3,Charles Booker,Rand Paul,2,CANTOR (analysis of comparable disticts),-17.15537,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,KY-S3,Charles Booker,Rand Paul,1,Polls adjusted for house effects & other factors,-17.10377,.7295189,.7295189,.7295189,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,KS-S3,Mark R. Holland,Jerry Moran,4,Expert ratings adjusted for national environment,-24.15457,0,0,1.852045,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,KS-S3,Mark R. Holland,Jerry Moran,3,Fundamentals (non-polling factors),-23.12406,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,KS-S3,Mark R. Holland,Jerry Moran,2,CANTOR (analysis of comparable disticts),-14.1809,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,KS-S3,Mark R. Holland,Jerry Moran,1,Polls adjusted for house effects & other factors,-14.78498,2.274273,2.274273,2.274273,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IN-S3,Thomas McDermott,Todd Young,4,Expert ratings adjusted for national environment,-26.0479,0,0,1.499063,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IN-S3,Thomas McDermott,Todd Young,3,Fundamentals (non-polling factors),-18.29152,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IN-S3,Thomas McDermott,Todd Young,2,CANTOR (analysis of comparable disticts),-13.87552,.4334476,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IN-S3,Thomas McDermott,Todd Young,1,Polls adjusted for house effects & other factors,-5.058296,1.566552,1.566552,1.566552,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IL-S3,Tammy Duckworth,Kathy Salvi,4,Expert ratings adjusted for national environment,20.62373,0,0,2.449064,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IL-S3,Tammy Duckworth,Kathy Salvi,3,Fundamentals (non-polling factors),15.84932,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IL-S3,Tammy Duckworth,Kathy Salvi,2,CANTOR (analysis of comparable disticts),12.20717,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IL-S3,Tammy Duckworth,Kathy Salvi,1,Polls adjusted for house effects & other factors,15.95427,3.471281,3.471281,3.471281,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,ID-S3,David Roth,Mike Crapo,4,Expert ratings adjusted for national environment,-39.28463,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,ID-S3,David Roth,Mike Crapo,3,Fundamentals (non-polling factors),-37.5775,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,ID-S3,David Roth,Mike Crapo,2,CANTOR (analysis of comparable disticts),-35.77112,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,ID-S3,David Roth,Mike Crapo,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IA-S3,Michael Franken,Chuck Grassley,4,Expert ratings adjusted for national environment,-18.0011,0,0,3.397998,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IA-S3,Michael Franken,Chuck Grassley,3,Fundamentals (non-polling factors),-22.15854,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IA-S3,Michael Franken,Chuck Grassley,2,CANTOR (analysis of comparable disticts),-8.752918,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,IA-S3,Michael Franken,Chuck Grassley,1,Polls adjusted for house effects & other factors,-8.411774,5.373871,5.373871,5.373871,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,HI-S3,Brian Schatz,Bob McDermott,4,Expert ratings adjusted for national environment,34.38973,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,HI-S3,Brian Schatz,Bob McDermott,3,Fundamentals (non-polling factors),36.81019,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,HI-S3,Brian Schatz,Bob McDermott,2,CANTOR (analysis of comparable disticts),31.40719,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,HI-S3,Brian Schatz,Bob McDermott,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,GA-S3,Raphael Warnock,Herschel Junior Walker,4,Expert ratings adjusted for national environment,-1.875414,0,0,9.704841,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,GA-S3,Raphael Warnock,Herschel Junior Walker,3,Fundamentals (non-polling factors),-.9315889,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,GA-S3,Raphael Warnock,Herschel Junior Walker,2,CANTOR (analysis of comparable disticts),3.234511,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,GA-S3,Raphael Warnock,Herschel Junior Walker,1,Polls adjusted for house effects & other factors,3.168755,18.01894,18.01894,18.01894,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,FL-S3,Val Demings,Marco Rubio,4,Expert ratings adjusted for national environment,-13.95472,0,0,5.74475,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,FL-S3,Val Demings,Marco Rubio,3,Fundamentals (non-polling factors),-2.554205,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,FL-S3,Val Demings,Marco Rubio,2,CANTOR (analysis of comparable disticts),-8.857253,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,FL-S3,Val Demings,Marco Rubio,1,Polls adjusted for house effects & other factors,-5.368523,10.07905,10.07905,10.07905,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CT-S3,Richard Blumenthal,Leora R. Levy,4,Expert ratings adjusted for national environment,21.66134,0,0,2.765875,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CT-S3,Richard Blumenthal,Leora R. Levy,3,Fundamentals (non-polling factors),17.75718,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CT-S3,Richard Blumenthal,Leora R. Levy,2,CANTOR (analysis of comparable disticts),11.60531,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CT-S3,Richard Blumenthal,Leora R. Levy,1,Polls adjusted for house effects & other factors,11.43223,4.106479,4.106479,4.106479,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CO-S3,Michael Bennet,Joe O'Dea,4,Expert ratings adjusted for national environment,8.416411,0,0,4.280117,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CO-S3,Michael Bennet,Joe O'Dea,3,Fundamentals (non-polling factors),5.824259,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CO-S3,Michael Bennet,Joe O'Dea,2,CANTOR (analysis of comparable disticts),8.938061,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CO-S3,Michael Bennet,Joe O'Dea,1,Polls adjusted for house effects & other factors,7.802059,7.142498,7.142498,7.142498,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CA-S3,Alex Padilla,Mark P. Meuser,4,Expert ratings adjusted for national environment,23.68226,0,0,1.885215,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CA-S3,Alex Padilla,Mark P. Meuser,3,Fundamentals (non-polling factors),27.27423,0,1.342794,1.342794,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CA-S3,Alex Padilla,Mark P. Meuser,2,CANTOR (analysis of comparable disticts),9.834395,0,.0962403,.0962403,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,CA-S3,Alex Padilla,Mark P. Meuser,1,Polls adjusted for house effects & other factors,23.91034,2.340777,2.340777,2.340777,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AZ-S3,Mark Kelly,Blake Masters,4,Expert ratings adjusted for national environment,4.061684,0,0,7.960917,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AZ-S3,Mark Kelly,Blake Masters,3,Fundamentals (non-polling factors),2.32173,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AZ-S3,Mark Kelly,Blake Masters,2,CANTOR (analysis of comparable disticts),2.498329,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AZ-S3,Mark Kelly,Blake Masters,1,Polls adjusted for house effects & other factors,4.29789,14.52242,14.52242,14.52242,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AR-S3,Natalie James,John Boozman,4,Expert ratings adjusted for national environment,-28.48877,0,0,1.466617,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AR-S3,Natalie James,John Boozman,3,Fundamentals (non-polling factors),-34.28698,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AR-S3,Natalie James,John Boozman,2,CANTOR (analysis of comparable disticts),-19.46108,.4985025,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AR-S3,Natalie James,John Boozman,1,Polls adjusted for house effects & other factors,-19.66068,1.501498,1.501498,1.501498,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AL-S3,Will Boyd,Katie Britt,4,Expert ratings adjusted for national environment,-33.83724,0,0,.7177314,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AL-S3,Will Boyd,Katie Britt,3,Fundamentals (non-polling factors),-33.04111,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AL-S3,Will Boyd,Katie Britt,2,CANTOR (analysis of comparable disticts),-21.89322,.8358126,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AL-S3,Will Boyd,Katie Britt,1,Polls adjusted for house effects & other factors,,0,0,0,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AK-S3,Patricia R. Chesbro,All Republicans,4,Expert ratings adjusted for national environment,-57.02006,0,0,1.869128,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AK-S3,Patricia R. Chesbro,All Republicans,3,Fundamentals (non-polling factors),-31.48667,0,1.284435,1.284435,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AK-S3,Patricia R. Chesbro,All Republicans,2,CANTOR (analysis of comparable disticts),-13.14829,0,.1545999,.1545999,40000,11:43:34 23 Oct 2022
2022,Senate,10/23/22,AK-S3,Patricia R. Chesbro,All Republicans,1,Polls adjusted for house effects & other factors,-71.1198,2.308524,2.308524,2.308524,40000,11:43:34 23 Oct 2022
